SBA Physical Declaration Number,SBA EIDL Declaration Number,FEMA Disaster Number,SBA Disaster Number,Damaged Property City Name,Damaged Property Zip Code,Damaged Property County/Parish Name,Damaged Property State Code,Total Verified Loss,Verified Loss Real Estate,Verified Loss Content,Total Approved Loan Amount,Approved Amount Real Estate,Approved Amount Content
14045,14046,,IA-00058,HARDWICK,56134,ROCK,MN,"384,165.00","321,465.00","62,700.00","205,200.00","200,200.00","5,000.00"
14045,14046,,IA-00058,INWOOD,51240,LYON,IA,"286,441.00","286,441.00",0,"206,200.00","206,200.00",0
14045,14046,,IA-00058,LENNOX,57039,LINCOLN,SD,"22,501.00","13,936.00","8,565.00","22,600.00","14,000.00","8,600.00"
14045,14046,,IA-00058,LUVERNE,56156,ROCK,MN,"257,524.00","187,549.00","69,975.00","126,300.00","96,300.00","30,000.00"
14045,14046,,IA-00058,MAGNOLIA,56158,ROCK,MN,"71,419.00","54,639.00","16,780.00","71,500.00","54,700.00","16,800.00"
14045,14046,,IA-00058,ROCK RAPIDS,51246,LYON,IA,"1,837,290.00","1,362,350.00","474,940.00","1,120,400.00","839,900.00","280,500.00"
14045,14046,,IA-00058,ROCK VALLEY,51247,SIOUX,IA,"1,150,946.00","823,301.00","327,645.00","1,097,600.00","660,800.00","228,800.00"
14049,14050,,WI-00049,ASBURY,52002,DUBUQUE,IA,"12,589.00","12,589.00",0,"12,600.00","12,600.00",0
14049,14050,,WI-00049,BARNEVELD,53507,IOWA,WI,"48,689.00","48,689.00",0,"41,800.00","41,800.00",0
14049,14050,,WI-00049,PLATTEVILLE,53818,GRANT,WI,"45,260.00","45,260.00",0,"31,000.00","31,000.00",0
14051,14052,,MA-00059,HOLYOKE,1040,HAMPDEN,MA,"7,856.00",0,"7,856.00",0,0,0
14051,14052,,MA-00059,HOLYOKE,1041,HAMPDEN,MA,"3,475.00",0,"3,475.00","3,200.00",0,"3,200.00"
14056,14057,,SD-00064,CANTON,57013,LINCOLN,SD,"822,533.00","608,943.00","213,590.00","638,000.00","405,700.00","178,600.00"
14056,14057,,SD-00064,ELK POINT,57025,UNION,SD,"41,422.00","40,112.00","1,310.00","36,500.00","35,200.00","1,300.00"
14056,14057,,SD-00064,HUMBOLDT,57035,MINNEHAHA,SD,"70,291.00","66,591.00","3,700.00","56,400.00","56,400.00",0
14056,14057,,SD-00064,HURLEY,57036,TURNER,SD,"15,897.00","15,897.00",0,0,0,0
14056,14057,,SD-00064,JEFFERSON,57038,UNION,SD,"231,939.00","174,694.00","57,245.00","172,400.00","123,400.00","49,000.00"
14056,14057,,SD-00064,LENNOX,57039,LINCOLN,SD,"104,202.00","75,617.00","28,585.00","99,100.00","70,400.00","28,700.00"
14056,14057,,SD-00064,ROCK RAPIDS,51246,LYON,IA,"521,873.00","367,273.00","154,600.00","303,700.00","263,900.00","39,800.00"
14056,14057,,SD-00064,WESSINGTON SPRINGS,57382,JERAULD,SD,"2,961,277.00","2,328,589.00","632,688.00","1,372,700.00","1,078,900.00","246,900.00"
14056,14057,,SD-00064,WOONSOCKET,57385,JERAULD,SD,"70,090.00","63,790.00","6,300.00",0,0,0
14066,14067,,IA-00060,CEDAR RAPIDS,52402,LINN,IA,"32,865.00","26,315.00","6,550.00","32,400.00","26,400.00","6,000.00"
14066,14067,,IA-00060,CEDAR RAPIDS,52403,LINN,IA,"217,495.00","150,721.00","66,774.00","170,100.00","120,800.00","49,300.00"
14066,14067,,IA-00060,CEDAR RAPIDS,52404,LINN,IA,"212,662.00","157,357.00","55,305.00","119,200.00","66,900.00","11,400.00"
14066,14067,,IA-00060,CEDAR RAPIDS,52405,LINN,IA,"148,463.00","124,258.00","24,205.00","130,900.00","111,600.00","19,300.00"
14066,14067,,IA-00060,FAIRFAX,52228,LINN,IA,"28,118.00","22,237.00","5,881.00","23,900.00","19,000.00","4,900.00"
14066,14067,,IA-00060,MOUNT VERNON,52314,LINN,IA,"16,980.00","16,980.00",0,0,0,0
14066,14067,,IA-00060,OLIN,52320,JONES,IA,"90,025.00","57,925.00","32,100.00","90,100.00","58,000.00","32,100.00"
14066,14067,,IA-00060,SHELLSBURG,52332,BENTON,IA,"17,954.00","17,254.00",700,"18,000.00","17,300.00",700
14066,14067,,IA-00060,SPRINGVILLE,52336,LINN,IA,"35,774.00","34,374.00","1,400.00","30,200.00","28,800.00","1,400.00"
14066,14067,,IA-00060,URBANA,52345,BENTON,IA,"427,360.00","364,860.00","62,500.00","183,900.00","144,600.00","39,300.00"
14066,14067,,IA-00060,WILLIAMSBURG,52361,IOWA,IA,"20,759.00","10,784.00","9,975.00","20,800.00","10,800.00","10,000.00"
14074,14075,,MD-00027,BIG POOL,21711,WASHINGTON,MD,"40,067.00","32,317.00","7,750.00",0,0,0
14074,14075,,MD-00027,CLEAR SPRING,21722,WASHINGTON,MD,"41,468.00","37,518.00","3,950.00","35,500.00","33,500.00","2,000.00"
14074,14075,,MD-00027,CRESAPTOWN,21502,ALLEGANY,MD,"175,451.00","151,216.00","24,235.00","167,400.00","143,600.00","23,800.00"
14074,14075,,MD-00027,CUMBERLAND,21502,ALLEGANY,MD,"232,709.00","201,084.00","31,625.00","54,300.00","46,000.00","6,500.00"
14074,14075,,MD-00027,FORT LOUDON,17224,FRANKLIN,PA,"67,755.00","63,605.00","4,150.00","55,400.00","55,400.00",0
14074,14075,,MD-00027,NEW PARIS,15554,BEDFORD,PA,"8,584.00","7,484.00","1,100.00","8,600.00","7,500.00","1,100.00"
14080,14081,,NE-00061,PILGER,68768,STANTON,NE,"2,309,467.00","1,784,462.00","525,005.00","174,900.00","162,300.00","12,600.00"
14080,14081,,NE-00061,STANTON,68779,STANTON,NE,"234,426.00","190,576.00","43,850.00",0,0,0
14082,14083,,MA-00061,REVERE,2151,SUFFOLK,MA,"241,585.00","220,264.00","21,321.00","172,400.00","159,200.00","13,200.00"
14097,14098,,UT-00033,HELPER,84526,CARBON,UT,"64,726.00","45,566.00","19,160.00","40,700.00","28,000.00","12,700.00"
14097,14098,,UT-00033,PRICE,84501,CARBON,UT,"69,670.00","58,670.00","11,000.00","49,600.00","41,600.00","8,000.00"
14100,14101,,WA-00048,CHATTAROY,99003,SPOKANE,WA,"29,752.00","29,752.00",0,"23,800.00","23,800.00",0
14100,14101,,WA-00048,DEER PARK,99006,SPOKANE,WA,"173,937.00","168,962.00","4,975.00","28,000.00","28,000.00",0
14100,14101,,WA-00048,ELK,99009,SPOKANE,WA,"61,052.00","61,052.00",0,"61,100.00","61,100.00",0
14100,14101,,WA-00048,SPOKANE,99218,SPOKANE,WA,"5,855.00","5,855.00",0,"5,900.00","5,900.00",0
14103,14104,,NY-00150,AMITY HARBOR,11701,SUFFOLK,NY,"65,174.00","63,524.00","1,650.00",0,0,0
14103,14104,,NY-00150,BABYLON,11702,SUFFOLK,NY,"241,373.00","198,313.00","43,060.00","104,300.00","78,200.00","26,100.00"
14103,14104,,NY-00150,BAY SHORE,11706,SUFFOLK,NY,"606,408.00","400,264.00","206,144.00","471,600.00","363,800.00","107,800.00"
14103,14104,,NY-00150,BAYPORT,11705,SUFFOLK,NY,"57,696.00","53,596.00","4,100.00","54,700.00","53,600.00","1,100.00"
14103,14104,,NY-00150,BRENTWOOD,11717,SUFFOLK,NY,"109,258.00","95,948.00","13,310.00","79,100.00","75,500.00","3,600.00"
14103,14104,,NY-00150,BRIGHTWATERS,11718,SUFFOLK,NY,"19,848.00","14,313.00","5,535.00","11,300.00","6,400.00","4,900.00"
14103,14104,,NY-00150,CENTEREACH,11720,SUFFOLK,NY,"546,803.00","473,928.00","72,875.00","165,200.00","130,500.00","34,700.00"
14103,14104,,NY-00150,CENTRAL ISLIP,11722,SUFFOLK,NY,"134,885.00","115,385.00","19,500.00","81,700.00","73,000.00","8,700.00"
14103,14104,,NY-00150,COPIAGUE,11726,SUFFOLK,NY,"41,446.00","28,746.00","12,700.00",0,0,0
14103,14104,,NY-00150,CORAM,11727,SUFFOLK,NY,"31,646.00","9,146.00","22,500.00","19,200.00","9,200.00","10,000.00"
14103,14104,,NY-00150,DEER PARK,11729,SUFFOLK,NY,"16,324.00","9,724.00","6,600.00","14,000.00","9,800.00","4,200.00"
14103,14104,,NY-00150,EAST ISLIP,11730,SUFFOLK,NY,"19,579.00","16,329.00","3,250.00","14,000.00","11,400.00","2,600.00"
14103,14104,,NY-00150,EAST NORTHPORT,11731,SUFFOLK,NY,"30,464.00","28,164.00","2,300.00",0,0,0
14103,14104,,NY-00150,FARMINGDALE,11735,SUFFOLK,NY,"19,409.00","19,409.00",0,"7,500.00","7,500.00",0
14103,14104,,NY-00150,FARMINGVILLE,11738,SUFFOLK,NY,"547,765.00","444,220.00","103,545.00","249,300.00","183,600.00","65,700.00"
14103,14104,,NY-00150,HOLBROOK,11741,SUFFOLK,NY,"532,022.00","376,520.00","155,502.00","305,800.00","252,600.00","53,200.00"
14103,14104,,NY-00150,HOLTSVILLE,11742,SUFFOLK,NY,"46,782.00","39,182.00","7,600.00",0,0,0
14103,14104,,NY-00150,ISLIP,11751,SUFFOLK,NY,"452,767.00","289,792.00","162,975.00","275,800.00","242,400.00","33,400.00"
14103,14104,,NY-00150,ISLIP TERRACE,11752,SUFFOLK,NY,"303,438.00","251,338.00","52,100.00","213,300.00","161,300.00","52,000.00"
14103,14104,,NY-00150,LAKE GROVE,11755,SUFFOLK,NY,"42,192.00","28,787.00","13,405.00","42,200.00","28,800.00","13,400.00"
14103,14104,,NY-00150,LINDENHURST,11757,SUFFOLK,NY,"365,160.00","286,375.00","78,785.00","277,700.00","210,100.00","67,600.00"
14103,14104,,NY-00150,MASSAPEQUA,11758,NASSAU,NY,"14,850.00",0,"14,850.00",0,0,0
14103,14104,,NY-00150,MIDDLE ISLAND,11953,SUFFOLK,NY,"129,587.00","115,087.00","14,500.00",0,0,0
14103,14104,,NY-00150,NESCONSET,11767,SUFFOLK,NY,"20,123.00","19,073.00","1,050.00","20,200.00","19,100.00","1,100.00"
14103,14104,,NY-00150,RONKONKOMA,11779,SUFFOLK,NY,"198,915.00","160,435.00","38,480.00","199,100.00","160,500.00","38,600.00"
14103,14104,,NY-00150,SEAFORD,11783,NASSAU,NY,"11,198.00","8,138.00","3,060.00","11,200.00","8,200.00","3,000.00"
14103,14104,,NY-00150,SELDEN,11784,SUFFOLK,NY,"45,580.00","34,130.00","11,450.00","41,200.00","34,200.00","7,000.00"
14103,14104,,NY-00150,VALLEY STREAM,11581,NASSAU,NY,"43,625.00","39,555.00","4,070.00",0,0,0
14103,14104,,NY-00150,WEST ISLIP,11795,SUFFOLK,NY,"407,770.00","293,415.00","114,355.00","283,100.00","226,700.00","56,400.00"
14109,14110,,AZ-00038,BLACK CANYON CITY,85324,YAVAPAI,AZ,"10,830.00","7,430.00","3,400.00","10,200.00","7,500.00","2,700.00"
14109,14110,,AZ-00038,BUCKEYE,85326,MARICOPA,AZ,"9,428.00","9,428.00",0,"8,600.00","8,600.00",0
14109,14110,,AZ-00038,CAVE CREEK,85331,MARICOPA,AZ,"89,090.00","84,590.00","4,500.00","59,100.00","54,600.00","4,500.00"
14109,14110,,AZ-00038,CHANDLER,85224,MARICOPA,AZ,"59,384.00","59,384.00",0,0,0,0
14109,14110,,AZ-00038,CHANDLER,85248,MARICOPA,AZ,"6,012.00","6,012.00",0,0,0,0
14109,14110,,AZ-00038,LAVEEN,85339,MARICOPA,AZ,"354,789.00","261,739.00","93,050.00","246,500.00","175,400.00","71,100.00"
14109,14110,,AZ-00038,MESA,85213,MARICOPA,AZ,"35,806.00","34,806.00","1,000.00",0,0,0
14109,14110,,AZ-00038,NEW RIVER,85087,MARICOPA,AZ,"310,745.00","198,265.00","112,480.00","209,900.00","167,400.00","42,500.00"
14109,14110,,AZ-00038,PHOENIX,85003,MARICOPA,AZ,"15,432.00","15,432.00",0,0,0,0
14109,14110,,AZ-00038,PHOENIX,85015,MARICOPA,AZ,"33,038.00","14,458.00","18,580.00",0,0,0
14109,14110,,AZ-00038,PHOENIX,85018,MARICOPA,AZ,"45,628.00","43,898.00","1,730.00","45,700.00","43,900.00","1,800.00"
14109,14110,,AZ-00038,PHOENIX,85022,MARICOPA,AZ,"3,882.00","3,882.00",0,0,0,0
14109,14110,,AZ-00038,PHOENIX,85037,MARICOPA,AZ,"13,495.00","12,295.00","1,200.00","13,500.00","12,300.00","1,200.00"
14109,14110,,AZ-00038,PHOENIX,85040,MARICOPA,AZ,"45,466.00","33,896.00","11,570.00",0,0,0
14109,14110,,AZ-00038,PHOENIX,85041,MARICOPA,AZ,"657,004.00","491,019.00","165,985.00","316,700.00","266,400.00","50,300.00"
14109,14110,,AZ-00038,PHOENIX,85042,MARICOPA,AZ,"53,915.00","29,715.00","24,200.00","54,000.00","29,800.00","24,200.00"
14109,14110,,AZ-00038,PHOENIX,85044,MARICOPA,AZ,"44,924.00","26,604.00","18,320.00","45,000.00","26,700.00","18,300.00"
14109,14110,,AZ-00038,PHOENIX,85048,MARICOPA,AZ,"7,085.00","6,785.00",300,0,0,0
14109,14110,,AZ-00038,PHOENIX,85053,MARICOPA,AZ,"24,678.00","22,178.00","2,500.00","24,700.00","22,200.00","2,500.00"
14109,14110,,AZ-00038,TUCSON,85750,PIMA,AZ,"15,870.00","4,870.00","11,000.00","14,000.00","3,000.00","11,000.00"
14124,14125,,MS-00074,ARLINGTON,38002,SHELBY,TN,"14,841.00","14,841.00",0,"14,000.00","14,000.00",0
14124,14125,,MS-00074,BARTLETT,38134,SHELBY,TN,"64,493.00","37,293.00","27,200.00","64,500.00","37,300.00","27,200.00"
14124,14125,,MS-00074,BARTLETT,38135,SHELBY,TN,"186,299.00","106,239.00","80,060.00","63,100.00","23,100.00","40,000.00"
14124,14125,,MS-00074,CORDOVA,38016,SHELBY,TN,"19,533.00","19,533.00",0,0,0,0
14124,14125,,MS-00074,HERNANDO,38632,DESOTO,MS,"20,481.00","17,631.00","2,850.00","20,500.00","17,700.00","2,800.00"
14124,14125,,MS-00074,HORN LAKE,38637,DESOTO,MS,"10,025.00",0,"10,025.00",0,0,0
14124,14125,,MS-00074,MEMPHIS,38111,SHELBY,TN,"1,874.00","1,874.00",0,0,0,0
14124,14125,,MS-00074,MEMPHIS,38116,SHELBY,TN,"176,082.00","168,557.00","7,525.00","19,700.00","17,000.00","2,700.00"
14124,14125,,MS-00074,MEMPHIS,38122,SHELBY,TN,"5,201.00","5,201.00",0,0,0,0
14124,14125,,MS-00074,MEMPHIS,38125,SHELBY,TN,"1,969.00","1,969.00",0,"2,000.00","2,000.00",0
14124,14125,,MS-00074,MEMPHIS,38127,SHELBY,TN,"174,506.00","119,356.00","55,150.00",0,0,0
14124,14125,,MS-00074,MEMPHIS,38128,SHELBY,TN,"263,571.00","169,241.00","94,330.00","90,200.00","62,000.00","28,200.00"
14124,14125,,MS-00074,MEMPHIS,38134,SHELBY,TN,"44,129.00","14,304.00","29,825.00","3,900.00",0,"3,900.00"
14124,14125,,MS-00074,MEMPHIS,38135,SHELBY,TN,"34,294.00","25,239.00","9,055.00","14,000.00","13,800.00",200
14124,14125,,MS-00074,MEMPHIS,38141,SHELBY,TN,"25,597.00","21,790.00","3,807.00",0,0,0
14124,14125,,MS-00074,NESBIT,38651,DESOTO,MS,"111,009.00","98,699.00","12,310.00","88,200.00","76,400.00","11,800.00"
14124,14125,,MS-00074,OLIVE BRANCH,38654,DESOTO,MS,"60,901.00","25,591.00","35,310.00","33,400.00","25,600.00","7,800.00"
14124,14125,,MS-00074,SOUTHAVEN,38671,DESOTO,MS,"704,444.00","336,844.00","367,600.00","631,500.00","331,300.00","300,200.00"
14132,14133,4195,MI-00046,ALLEN PARK,48101,WAYNE,MI,"472,718.00","314,818.00","157,900.00","123,200.00","73,800.00","49,400.00"
14132,14133,4195,MI-00046,AUBURN HILLS,48326,OAKLAND,MI,"8,156.00","8,156.00",0,"8,200.00","8,200.00",0
14132,14133,4195,MI-00046,BERKLEY,48072,OAKLAND,MI,"1,843,289.00","1,155,081.00","688,208.00","694,100.00","414,500.00","279,600.00"
14132,14133,4195,MI-00046,BIRMINGHAM,48009,OAKLAND,MI,"24,069.00","16,994.00","7,075.00","19,100.00","12,000.00","7,100.00"
14132,14133,4195,MI-00046,BLOOMFIELD HILLS,48301,OAKLAND,MI,"21,474.00","21,474.00",0,0,0,0
14132,14133,4195,MI-00046,BLOOMFIELD TOWNSHIP,48304,OAKLAND,MI,"35,635.00","26,055.00","9,580.00","28,400.00","23,100.00","5,300.00"
14132,14133,4195,MI-00046,BROWNSTOWN TWP,48183,WAYNE,MI,"15,523.00","12,123.00","3,400.00","15,600.00","12,200.00","3,400.00"
14132,14133,4195,MI-00046,CANTON,48187,WAYNE,MI,"27,587.00","8,337.00","19,250.00",0,0,0
14132,14133,4195,MI-00046,CENTER LINE,48015,MACOMB,MI,"319,721.00","234,621.00","85,100.00","152,800.00","111,100.00","41,700.00"
14132,14133,4195,MI-00046,CHESTERFIELD,48047,MACOMB,MI,"3,028.00","3,028.00",0,0,0,0
14132,14133,4195,MI-00046,CLAWSON,48017,OAKLAND,MI,"831,176.00","534,241.00","296,935.00","374,500.00","220,000.00","154,500.00"
14132,14133,4195,MI-00046,CLINTON TOWNSHIP,48035,MACOMB,MI,"179,298.00","116,478.00","62,820.00","25,000.00","11,900.00","13,100.00"
14132,14133,4195,MI-00046,CLINTON TOWNSHIP,48036,MACOMB,MI,"408,572.00","198,532.00","210,040.00","173,600.00","103,600.00","70,000.00"
14132,14133,4195,MI-00046,CLINTON TOWNSHIP,48038,MACOMB,MI,"282,117.00","153,345.00","128,772.00","33,700.00","23,400.00","10,300.00"
14132,14133,4195,MI-00046,CLINTON TWP,48038,MACOMB,MI,"10,392.00","6,342.00","4,050.00","9,600.00","5,500.00","4,100.00"
14132,14133,4195,MI-00046,DEARBORN,48120,WAYNE,MI,"53,126.00","29,651.00","23,475.00","14,800.00","12,100.00","2,700.00"
14132,14133,4195,MI-00046,DEARBORN,48124,WAYNE,MI,"1,084,918.00","714,358.00","370,560.00","199,700.00","119,200.00","80,500.00"
14132,14133,4195,MI-00046,DEARBORN,48126,WAYNE,MI,"2,568,512.00","1,655,801.00","912,711.00","724,400.00","440,100.00","284,300.00"
14132,14133,4195,MI-00046,DEARBORN,48128,WAYNE,MI,"85,050.00","64,150.00","20,900.00",0,0,0
14132,14133,4195,MI-00046,DEARBORN HEIGHTS,48125,WAYNE,MI,"632,977.00","408,963.00","224,014.00","92,100.00","44,100.00","48,000.00"
14132,14133,4195,MI-00046,DEARBORN HEIGHTS,48127,WAYNE,MI,"299,417.00","223,187.00","76,230.00","52,500.00","30,800.00","21,700.00"
14132,14133,4195,MI-00046,DEARBORN HTS,48127,WAYNE,MI,"190,940.00","162,765.00","28,175.00",0,0,0
14132,14133,4195,MI-00046,DETROIT,48203,WAYNE,MI,"504,470.00","343,150.00","161,320.00","56,600.00","35,200.00","21,400.00"
14132,14133,4195,MI-00046,DETROIT,48204,WAYNE,MI,"1,172,814.00","638,379.00","534,435.00","284,200.00","137,300.00","146,900.00"
14132,14133,4195,MI-00046,DETROIT,48205,WAYNE,MI,"620,350.00","393,574.00","226,776.00","73,600.00","55,700.00","17,900.00"
14132,14133,4195,MI-00046,DETROIT,48206,WAYNE,MI,"242,251.00","174,979.00","67,272.00",0,0,0
14132,14133,4195,MI-00046,DETROIT,48207,WAYNE,MI,"31,223.00","26,423.00","4,800.00",0,0,0
14132,14133,4195,MI-00046,DETROIT,48208,WAYNE,MI,"40,264.00","23,094.00","17,170.00","39,600.00","22,400.00","17,200.00"
14132,14133,4195,MI-00046,DETROIT,48209,WAYNE,MI,"60,397.00","47,797.00","12,600.00","18,800.00","18,800.00",0
14132,14133,4195,MI-00046,DETROIT,48210,WAYNE,MI,"311,385.00","194,735.00","116,650.00","37,300.00","15,400.00","21,900.00"
14132,14133,4195,MI-00046,DETROIT,48211,WAYNE,MI,"23,160.00","8,870.00","14,290.00",0,0,0
14132,14133,4195,MI-00046,DETROIT,48212,WAYNE,MI,"73,830.00","40,355.00","33,475.00","41,800.00","29,600.00","12,200.00"
14132,14133,4195,MI-00046,DETROIT,48213,WAYNE,MI,"87,832.00","64,537.00","23,295.00",0,0,0
14132,14133,4195,MI-00046,DETROIT,48214,WAYNE,MI,"323,497.00","260,947.00","62,550.00","45,300.00","21,600.00","23,700.00"
14132,14133,4195,MI-00046,DETROIT,48215,WAYNE,MI,"839,265.00","574,494.00","264,771.00","179,500.00","125,200.00","54,300.00"
14132,14133,4195,MI-00046,DETROIT,48216,WAYNE,MI,"11,860.00",0,"11,860.00",0,0,0
14132,14133,4195,MI-00046,DETROIT,48217,WAYNE,MI,"51,483.00","25,398.00","26,085.00","24,600.00","17,500.00","7,100.00"
14132,14133,4195,MI-00046,DETROIT,48219,WAYNE,MI,"1,182,478.00","780,467.00","402,011.00","173,400.00","107,900.00","65,500.00"
14132,14133,4195,MI-00046,DETROIT,48220,OAKLAND,MI,"23,840.00","19,795.00","4,045.00",0,0,0
14132,14133,4195,MI-00046,DETROIT,48221,WAYNE,MI,"1,241,670.00","885,368.00","356,302.00","256,100.00","173,700.00","82,400.00"
14132,14133,4195,MI-00046,DETROIT,48223,WAYNE,MI,"1,839,934.00","1,073,122.00","766,812.00","535,500.00","349,900.00","185,600.00"
14132,14133,4195,MI-00046,DETROIT,48224,WAYNE,MI,"339,766.00","218,568.00","121,198.00","37,700.00","30,800.00","6,900.00"
14132,14133,4195,MI-00046,DETROIT,48227,WAYNE,MI,"2,098,512.00","1,193,044.00","905,468.00","563,700.00","300,500.00","263,200.00"
14132,14133,4195,MI-00046,DETROIT,48228,WAYNE,MI,"1,904,178.00","1,138,023.00","766,155.00","312,300.00","190,700.00","121,600.00"
14132,14133,4195,MI-00046,DETROIT,48230,WAYNE,MI,"21,979.00","18,604.00","3,375.00",0,0,0
14132,14133,4195,MI-00046,DETROIT,48234,WAYNE,MI,"1,583,371.00","1,045,853.00","537,518.00","362,800.00","211,700.00","151,100.00"
14132,14133,4195,MI-00046,DETROIT,48235,WAYNE,MI,"1,334,414.00","860,480.00","473,934.00","187,700.00","139,100.00","48,600.00"
14132,14133,4195,MI-00046,DETROIT,48236,WAYNE,MI,"36,183.00","24,038.00","12,145.00",0,0,0
14132,14133,4195,MI-00046,DETROIT,48238,WAYNE,MI,"339,272.00","184,838.00","154,434.00","66,400.00","33,700.00","32,700.00"
14132,14133,4195,MI-00046,DETROIT,48239,WAYNE,MI,"111,998.00","78,247.00","33,751.00","56,700.00","46,900.00","9,800.00"
14132,14133,4195,MI-00046,DETROIT,48244,WAYNE,MI,"30,008.00","24,353.00","5,655.00",0,0,0
14132,14133,4195,MI-00046,EAST DETROIT,48021,MACOMB,MI,"6,500.00",0,"6,500.00",0,0,0
14132,14133,4195,MI-00046,EASTPOINTE,48021,MACOMB,MI,"968,438.00","600,542.00","367,896.00","374,000.00","234,300.00","139,700.00"
14132,14133,4195,MI-00046,ECORSE,48229,WAYNE,MI,"166,951.00","105,261.00","61,690.00","66,100.00","36,100.00","30,000.00"
14132,14133,4195,MI-00046,FARMINGTON HILLS,48334,OAKLAND,MI,"51,114.00","22,344.00","28,770.00","23,100.00",0,"23,100.00"
14132,14133,4195,MI-00046,FARMINGTON HILLS,48336,OAKLAND,MI,"62,037.00","58,787.00","3,250.00",0,0,0
14132,14133,4195,MI-00046,FERNDALE,48220,OAKLAND,MI,"1,121,765.00","667,535.00","454,230.00","170,500.00","88,200.00","82,300.00"
14132,14133,4195,MI-00046,GARDEN CITY,48135,WAYNE,MI,"42,758.00","36,508.00","6,250.00","28,900.00","25,400.00","3,500.00"
14132,14133,4195,MI-00046,GIBRALTAR,48173,WAYNE,MI,"5,750.00","5,750.00",0,0,0,0
14132,14133,4195,MI-00046,GROSSE POINTE FARMS,48236,WAYNE,MI,"37,551.00","36,551.00","1,000.00",0,0,0
14132,14133,4195,MI-00046,GROSSE POINTE WOODS,48236,WAYNE,MI,"27,254.00","18,789.00","8,465.00","10,500.00","6,500.00","4,000.00"
14132,14133,4195,MI-00046,HAMTRAMCK,48212,WAYNE,MI,"168,329.00","121,089.00","47,240.00",0,0,0
14132,14133,4195,MI-00046,HARPER WOODS,48225,WAYNE,MI,"369,376.00","248,418.00","120,958.00","20,800.00","12,100.00","8,700.00"
14132,14133,4195,MI-00046,HAZEL PARK,48030,OAKLAND,MI,"518,531.00","260,011.00","258,520.00","137,700.00","49,600.00","88,100.00"
14132,14133,4195,MI-00046,HIGHLAND PARK,48203,WAYNE,MI,"169,165.00","98,557.00","70,608.00","95,400.00","60,100.00","35,300.00"
14132,14133,4195,MI-00046,HUNTINGTON WOODS,48070,OAKLAND,MI,"2,107,766.00","1,308,171.00","799,595.00","606,300.00","401,600.00","204,700.00"
14132,14133,4195,MI-00046,INKSTER,48141,WAYNE,MI,"286,796.00","198,796.00","88,000.00","49,400.00","34,500.00","14,900.00"
14132,14133,4195,MI-00046,LATHRUP VILLAGE,48076,OAKLAND,MI,"54,065.00","33,015.00","21,050.00",0,0,0
14132,14133,4195,MI-00046,LINCOLN PARK,48146,WAYNE,MI,"86,299.00","62,414.00","23,885.00","23,900.00","13,200.00","10,700.00"
14132,14133,4195,MI-00046,LIVONIA,48150,WAYNE,MI,"41,080.00","41,080.00",0,0,0,0
14132,14133,4195,MI-00046,LIVONIA,48152,WAYNE,MI,"50,282.00","26,107.00","24,175.00",0,0,0
14132,14133,4195,MI-00046,MACOMB,48042,MACOMB,MI,"34,554.00","31,579.00","2,975.00",0,0,0
14132,14133,4195,MI-00046,MACOMB,48044,MACOMB,MI,"67,923.00","53,173.00","14,750.00",0,0,0
14132,14133,4195,MI-00046,MADISON HEIGHTS,48071,OAKLAND,MI,"2,278,739.00","1,468,738.00","810,001.00","886,800.00","541,000.00","345,800.00"
14132,14133,4195,MI-00046,MADISON HEIGHTS,48071,WAYNE,MI,"14,620.00",0,"14,620.00",0,0,0
14132,14133,4195,MI-00046,MELVINDALE,48122,WAYNE,MI,"19,068.00","15,568.00","3,500.00",0,0,0
14132,14133,4195,MI-00046,NOVI,48375,OAKLAND,MI,"11,995.00",0,"11,995.00",0,0,0
14132,14133,4195,MI-00046,OAK PARK,48237,OAKLAND,MI,"6,247,416.00","3,978,903.00","2,268,513.00","1,478,200.00","947,200.00","531,000.00"
14132,14133,4195,MI-00046,PLEASANT RIDGE,48069,OAKLAND,MI,"151,238.00","118,228.00","33,010.00","25,000.00","25,000.00",0
14132,14133,4195,MI-00046,RAY,48096,MACOMB,MI,"17,315.00","16,215.00","1,100.00",0,0,0
14132,14133,4195,MI-00046,REDFORD,48239,WAYNE,MI,"416,018.00","292,079.00","123,939.00","50,300.00","38,800.00","11,500.00"
14132,14133,4195,MI-00046,REDFORD,48240,WAYNE,MI,"23,492.00","18,272.00","5,220.00",0,0,0
14132,14133,4195,MI-00046,RIVER ROUGE,48218,WAYNE,MI,"98,092.00","63,822.00","34,270.00","22,500.00","15,400.00","7,100.00"
14132,14133,4195,MI-00046,RIVERVIEW,48193,WAYNE,MI,"111,316.00","61,216.00","50,100.00","29,000.00","14,900.00","14,100.00"
14132,14133,4195,MI-00046,ROCHESTER HILLS,48307,OAKLAND,MI,"19,387.00","18,587.00",800,0,0,0
14132,14133,4195,MI-00046,ROCKWOOD,48173,WAYNE,MI,"16,995.00","12,230.00","4,765.00",0,0,0
14132,14133,4195,MI-00046,ROMULUS,48174,WAYNE,MI,"29,979.00","22,109.00","7,870.00",0,0,0
14132,14133,4195,MI-00046,ROSEVILLE,48066,MACOMB,MI,"177,735.00","125,780.00","51,955.00","18,700.00","9,800.00","8,900.00"
14132,14133,4195,MI-00046,ROYAL OAK,48067,OAKLAND,MI,"2,083,541.00","1,318,523.00","765,018.00","681,300.00","421,800.00","259,500.00"
